Date,bitcoin_open,bitcoin_close,bitcoin_high,bitcoin_low,bitcoin_mean,ethereum_open,ethereum_close,ethereum_high,ethereum_low,ethereum_mean,solana_open,solana_close,solana_high,solana_low,solana_mean
2014-09-01 00:00:00+00:00,465.864013671875,386.9440002441406,468.17401123046875,372.239990234375,423.30550384521484,,,,,,,,,,
2014-10-01 00:00:00+00:00,387.427001953125,338.3210144042969,411.697998046875,289.2959899902344,356.6855010986328,,,,,,,,,,
2014-11-01 00:00:00+00:00,338.6499938964844,378.0469970703125,457.0929870605469,320.6260070800781,373.60399627685547,,,,,,,,,,
2014-12-01 00:00:00+00:00,378.2489929199219,320.1929931640625,384.0379943847656,304.23199462890625,346.67799377441406,,,,,,,,,,
2015-01-01 00:00:00+00:00,320.43499755859375,217.46400451660156,320.43499755859375,171.50999450683594,257.46099853515625,,,,,,,,,,
2015-02-01 00:00:00+00:00,216.86700439453125,254.26300048828125,265.6109924316406,212.01499938964844,237.1889991760254,,,,,,,,,,
2015-03-01 00:00:00+00:00,254.2830047607422,244.2239990234375,300.04400634765625,236.51499938964844,258.7665023803711,,,,,,,,,,
2015-04-01 00:00:00+00:00,244.22300720214844,236.14500427246094,261.7980041503906,214.87399291992188,239.26000213623047,,,,,,,,,,
2015-05-01 00:00:00+00:00,235.93899536132812,230.19000244140625,247.8040008544922,228.572998046875,235.6264991760254,,,,,,,,,,
2015-06-01 00:00:00+00:00,230.23300170898438,263.0719909667969,267.86700439453125,221.29600524902344,245.61700057983398,,,,,,,,,,
2015-07-01 00:00:00+00:00,263.3450012207031,284.6499938964844,314.3940124511719,253.5050048828125,278.97350311279297,,,,,,,,,,
2015-08-01 00:00:00+00:00,284.6860046386719,230.05599975585938,285.7149963378906,199.56700134277344,250.00600051879883,,,,,,,,,,
2015-09-01 00:00:00+00:00,230.25599670410156,236.05999755859375,259.1820068359375,225.11700439453125,237.65375137329102,,,,,,,,,,
2015-10-01 00:00:00+00:00,236.00399780273438,314.1659851074219,334.16900634765625,235.61599731445312,279.9887466430664,,,,,,,,,,
2015-11-01 00:00:00+00:00,315.0050048828125,377.3210144042969,495.56201171875,300.99700927734375,372.2212600708008,,,,,,,,,,
2015-12-01 00:00:00+00:00,377.41400146484375,430.5669860839844,469.1029968261719,349.4649963378906,406.63724517822266,,,,,,,,,,
2016-01-01 00:00:00+00:00,430.72100830078125,368.7669982910156,462.9339904785156,354.91400146484375,404.33399963378906,,,,,,,,,,
2016-02-01 00:00:00+00:00,369.3500061035156,437.6969909667969,448.0459899902344,367.9570007324219,405.7624969482422,,,,,,,,,,
2016-03-01 00:00:00+00:00,437.9169921875,416.72900390625,439.65301513671875,394.0350036621094,422.08350372314453,,,,,,,,,,
2016-04-01 00:00:00+00:00,416.760009765625,448.3179931640625,467.9649963378906,415.83099365234375,437.21849822998047,,,,,,,,,,
2016-05-01 00:00:00+00:00,448.4840087890625,531.385986328125,553.9600219726562,437.3890075683594,492.8047561645508,,,,,,,,,,
2016-06-01 00:00:00+00:00,531.1069946289062,673.3369750976562,777.989990234375,525.635986328125,627.0174865722656,,,,,,,,,,
2016-07-01 00:00:00+00:00,672.5150146484375,624.6810302734375,704.968017578125,611.833984375,653.49951171875,,,,,,,,,,
2016-08-01 00:00:00+00:00,624.6019897460938,575.4719848632812,626.1190185546875,531.333984375,589.3817443847656,,,,,,,,,,
2016-09-01 00:00:00+00:00,575.5460205078125,609.7349853515625,628.8179931640625,570.8109741210938,596.2274932861328,,,,,,,,,,
2016-10-01 00:00:00+00:00,609.9290161132812,700.9719848632812,720.4019775390625,609.47900390625,660.1954956054688,,,,,,,,,,
2016-11-01 00:00:00+00:00,701.3369750976562,745.6909790039062,756.2369995117188,678.156005859375,720.3552398681641,,,,,,,,,,
2016-12-01 00:00:00+00:00,746.0460205078125,963.7429809570312,979.39697265625,746.0460205078125,858.8079986572266,,,,,,,,,,
2017-01-01 00:00:00+00:00,963.6580200195312,970.4030151367188,1191.0999755859375,755.7559814453125,970.229248046875,,,,,,,,,,
2017-02-01 00:00:00+00:00,970.9409790039062,1179.969970703125,1200.3900146484375,946.6909790039062,1074.4979858398438,,,,,,,,,,
2017-03-01 00:00:00+00:00,1180.0400390625,1071.7900390625,1280.31005859375,903.7130126953125,1108.9632873535156,,,,,,,,,,
2017-04-01 00:00:00+00:00,1071.7099609375,1347.8900146484375,1347.9100341796875,1061.0899658203125,1207.1499938964844,,,,,,,,,,
2017-05-01 00:00:00+00:00,1348.300048828125,2286.409912109375,2763.7099609375,1348.300048828125,1936.6799926757812,,,,,,,,,,
2017-06-01 00:00:00+00:00,2288.330078125,2480.840087890625,2999.909912109375,2212.9599609375,2495.510009765625,,,,,,,,,,
2017-07-01 00:00:00+00:00,2492.60009765625,2875.340087890625,2916.139892578125,1843.030029296875,2531.7775268554688,,,,,,,,,,
2017-08-01 00:00:00+00:00,2871.300048828125,4703.39013671875,4736.0498046875,2668.590087890625,3744.83251953125,,,,,,,,,,
2017-09-01 00:00:00+00:00,4701.759765625,4338.7099609375,4975.0400390625,2946.6201171875,4240.532470703125,,,,,,,,,,
2017-10-01 00:00:00+00:00,4341.0498046875,6468.39990234375,6470.43017578125,4164.0498046875,5360.982421875,,,,,,,,,,
2017-11-01 00:00:00+00:00,6440.97021484375,10233.599609375,11517.400390625,5519.009765625,8427.744995117188,308.6449890136719,447.114013671875,522.3070068359375,294.5419921875,393.1520004272461,,,,,
2017-12-01 00:00:00+00:00,10198.599609375,14156.400390625,20089.0,9694.650390625,13534.66259765625,445.2090148925781,756.7329711914062,881.9439697265625,414.4110107421875,624.5742416381836,,,,,
2018-01-01 00:00:00+00:00,14112.2001953125,10221.099609375,17712.400390625,9402.2900390625,12861.99755859375,755.7570190429688,1118.31005859375,1432.8800048828125,742.0040283203125,1012.2377777099609,,,,,
2018-02-01 00:00:00+00:00,10237.2998046875,10397.900390625,11958.5,6048.259765625,9660.489990234375,1119.3699951171875,855.198974609375,1161.3499755859375,574.4190063476562,927.5844879150391,,,,,
2018-03-01 00:00:00+00:00,10385.0,6973.52978515625,11704.099609375,6683.93017578125,8936.639892578125,856.0120239257812,396.4570007324219,880.302001953125,368.63299560546875,625.3510055541992,,,,,
2018-04-01 00:00:00+00:00,7003.06005859375,9240.5498046875,9745.3203125,6526.8701171875,8128.9500732421875,397.2539978027344,669.9240112304688,708.875,363.80499267578125,534.9645004272461,,,,,
2018-05-01 00:00:00+00:00,9251.4697265625,7494.169921875,9964.5,7090.68017578125,8450.204956054688,670.4630126953125,577.64501953125,835.0570068359375,512.552001953125,648.9292602539062,,,,,
2018-06-01 00:00:00+00:00,7500.7001953125,6404.0,7754.89013671875,5826.41015625,6871.5001220703125,578.6719970703125,455.17999267578125,624.5130004882812,407.9469909667969,516.577995300293,,,,,
2018-07-01 00:00:00+00:00,6411.68017578125,7780.43994140625,8424.26953125,6136.419921875,7188.202392578125,455.24200439453125,433.86700439453125,513.4329833984375,422.80999755859375,456.33799743652344,,,,,
2018-08-01 00:00:00+00:00,7769.0400390625,7037.580078125,7769.0400390625,5971.0498046875,7136.677490234375,433.8689880371094,283.0039978027344,435.4570007324219,254.64999389648438,351.7449951171875,,,,,
2018-09-01 00:00:00+00:00,7044.81005859375,6625.56005859375,7388.43017578125,6197.52001953125,6814.080078125,283.4960021972656,232.84800720214844,301.1440124511719,170.2570037841797,246.9362564086914,,,,,
2018-10-01 00:00:00+00:00,6619.85009765625,6317.60986328125,6965.06005859375,6236.47021484375,6534.74755859375,233.22000122070312,197.38099670410156,234.14500427246094,188.70700073242188,213.36325073242188,,,,,
2018-11-01 00:00:00+00:00,6318.14013671875,4017.2685546875,6552.16015625,3585.06005859375,5118.1572265625,197.53700256347656,113.17141723632812,221.65199279785156,101.7699966430664,158.53260231018066,,,,,
2018-12-01 00:00:00+00:00,4024.46435546875,3742.700439453125,4309.37744140625,3191.303466796875,3816.96142578125,113.39775848388672,133.36825561523438,157.668701171875,82.82988739013672,121.8161506652832,,,,,
2019-01-01 00:00:00+00:00,3746.71337890625,3457.792724609375,4109.02099609375,3400.81982421875,3678.5867309570312,133.41815185546875,107.0610122680664,160.82489013671875,103.33646392822266,126.16012954711914,,,,,
2019-02-01 00:00:00+00:00,3460.547119140625,3854.785400390625,4210.6416015625,3391.023681640625,3729.2494506835938,107.1476821899414,136.74624633789062,165.54962158203125,102.93456268310547,128.0945281982422,,,,,
2019-03-01 00:00:00+00:00,3853.757080078125,4105.404296875,4296.806640625,3733.749755859375,3997.429443359375,136.83624267578125,141.51409912109375,149.6132354736328,125.40270233154297,138.3415699005127,,,,,
2019-04-01 00:00:00+00:00,4105.3623046875,5350.7265625,5642.04443359375,4096.9013671875,4798.7586669921875,141.46548461914062,162.16603088378906,184.3778533935547,140.73756408691406,157.1867332458496,,,,,
2019-05-01 00:00:00+00:00,5350.91455078125,8574.501953125,9008.314453125,5347.64599609375,7070.34423828125,162.18655395507812,268.1135559082031,287.2016296386719,159.66021728515625,219.29048919677734,,,,,
2019-06-01 00:00:00+00:00,8573.83984375,10817.1552734375,13796.4892578125,7564.48876953125,10187.993286132812,268.433349609375,290.69598388671875,361.398681640625,229.25743103027344,287.44636154174805,,,,,
2019-07-01 00:00:00+00:00,10796.9306640625,10085.6279296875,13129.529296875,9163.134765625,10793.8056640625,290.26849365234375,218.65414428710938,318.2231140136719,193.99041748046875,255.28404235839844,,,,,
2019-08-01 00:00:00+00:00,10077.4423828125,9630.6640625,12273.8212890625,9421.6298828125,10350.889404296875,218.55459594726562,172.46978759765625,239.11590576171875,167.0714111328125,199.30292510986328,,,,,
2019-09-01 00:00:00+00:00,9630.5927734375,8293.8681640625,10898.76171875,7830.7587890625,9163.495361328125,172.45840454101562,179.87220764160156,222.87168884277344,157.1303253173828,183.08315658569336,,,,,
2019-10-01 00:00:00+00:00,8299.720703125,9199.5849609375,10021.744140625,7446.98876953125,8742.009643554688,180.20912170410156,183.9669189453125,195.9425048828125,157.4634246826172,179.39549255371094,,,,,
2019-11-01 00:00:00+00:00,9193.9921875,7569.6298828125,9505.0517578125,6617.1669921875,8221.460205078125,183.80369567871094,152.53968811035156,193.54725646972656,133.80233764648438,165.92324447631836,,,,,
2019-12-01 00:00:00+00:00,7571.6162109375,7193.59912109375,7743.431640625,6540.04931640625,7262.174072265625,152.49192810058594,129.61085510253906,153.1553955078125,119.78005981445312,138.75955963134766,,,,,
2020-01-01 00:00:00+00:00,7194.89208984375,9350.529296875,9553.1259765625,6914.99609375,8253.385864257812,129.6306610107422,180.16017150878906,186.26048278808594,126.49002075195312,155.63533401489258,,,,,
2020-02-01 00:00:00+00:00,9346.357421875,8599.5087890625,10457.626953125,8492.9326171875,9224.1064453125,180.11376953125,219.8485107421875,287.1236877441406,179.74517822265625,216.7077865600586,,,,,
2020-03-01 00:00:00+00:00,8599.7587890625,6438.64453125,9167.6953125,4106.98095703125,7078.2698974609375,219.752685546875,133.59356689453125,249.97848510742188,95.1843032836914,174.62726020812988,,,,,
2020-04-01 00:00:00+00:00,6437.3193359375,8658.5537109375,9440.650390625,6202.37353515625,7684.7242431640625,133.61231994628906,207.60205078125,227.52969360351562,129.73094177246094,174.6187515258789,0.8320050239562988,0.6910449862480164,1.3134870529174805,0.5085489749908447,0.8362715095281601
2020-05-01 00:00:00+00:00,8672.7822265625,9461.05859375,9996.7431640625,8374.3232421875,9126.226806640625,207.9017333984375,230.9757080078125,244.04525756835938,180.7183380126953,215.91025924682617,0.6910449862480164,0.5700219869613647,0.7489809989929199,0.5051940083503723,0.6288104951381683
2020-06-01 00:00:00+00:00,9463.60546875,9137.9931640625,10199.5654296875,8975.525390625,9444.17236328125,230.86026000976562,226.31500244140625,252.2220001220703,219.47267150878906,232.2174835205078,0.5734720230102539,0.8600940108299255,1.0291759967803955,0.5472869873046875,0.7525072544813156
2020-07-01 00:00:00+00:00,9145.9853515625,11323.466796875,11415.8642578125,8977.015625,10215.5830078125,226.13458251953125,345.5546569824219,348.6113586425781,224.54449462890625,286.2112731933594,0.8633639812469482,1.5381779670715332,2.0956220626831055,0.6426349878311157,1.2849497497081757
2020-08-01 00:00:00+00:00,11322.5703125,11680.8203125,12359.056640625,11012.4150390625,11593.715576171875,345.7986145019531,435.0797424316406,444.5777587890625,343.5874328613281,392.2608871459961,1.5327589511871338,4.782045841217041,4.872941017150879,1.411972999572754,3.149929702281952
2020-09-01 00:00:00+00:00,11679.31640625,10784.4912109375,12067.0810546875,9916.4931640625,11111.845458984375,434.87445068359375,359.9378662109375,487.2118835449219,316.77435302734375,399.6996383666992,4.781050205230713,2.897876024246216,4.94473123550415,2.1916749477386475,3.7038331031799316
2020-10-01 00:00:00+00:00,10795.2548828125,13780.9951171875,14028.2138671875,10416.689453125,12255.288330078125,360.30914306640625,386.59033203125,420.14166259765625,334.5455627441406,375.3966751098633,2.8981618881225586,1.5406999588012695,2.9858338832855225,1.3422130346298218,2.191727191209793
2020-11-01 00:00:00+00:00,13780.9951171875,19625.8359375,19749.263671875,13243.16015625,16599.813720703125,386.59033203125,614.842529296875,621.1734008789062,371.312744140625,498.47975158691406,1.5406999588012695,1.9668910503387451,2.4988279342651367,1.2818679809570312,1.8220717310905457
2020-12-01 00:00:00+00:00,19633.76953125,29001.720703125,29244.876953125,17619.533203125,23874.97509765625,615.0703125,737.8034057617188,754.30322265625,532.9984130859375,660.0438385009766,1.9683209657669067,1.5108979940414429,2.2213099002838135,1.0901609659194946,1.6976724565029144
2021-01-01 00:00:00+00:00,28994.009765625,33114.359375,41946.73828125,28722.755859375,33194.4658203125,737.7083740234375,1314.9862060546875,1467.784912109375,718.1094970703125,1059.6472473144531,1.5097750425338745,4.264143943786621,4.787010192871094,1.5020380020141602,3.0157417953014374
2021-02-01 00:00:00+00:00,33114.578125,45137.76953125,58330.5703125,32384.228515625,42241.78662109375,1314.855224609375,1416.0489501953125,2036.2864990234375,1274.3577880859375,1510.3871154785156,4.261250972747803,13.08924674987793,18.146621704101562,4.118255138397217,9.903843641281128
2021-03-01 00:00:00+00:00,45159.50390625,58918.83203125,61683.86328125,45115.09375,52719.3232421875,1417.151123046875,1918.362060546875,1947.8377685546875,1416.4161376953125,1674.9417724609375,13.108434677124023,19.465229034423828,20.869474411010742,11.901227951049805,16.3360915184021
2021-04-01 00:00:00+00:00,58926.5625,57750.17578125,64863.09765625,47159.484375,57174.830078125,1919.1572265625,2773.20703125,2797.972412109375,1912.178466796875,2350.6287841796875,19.415681838989258,42.95600128173828,48.43426513671875,18.568418502807617,32.34359169006348
2021-05-01 00:00:00+00:00,57714.6640625,37332.85546875,59519.35546875,30681.49609375,46312.0927734375,2772.83837890625,2714.9453125,4362.3505859375,1737.46875,2896.9007568359375,42.89333724975586,32.816246032714844,58.30292510986328,19.13983917236328,38.288086891174316
2021-06-01 00:00:00+00:00,37293.79296875,35040.8359375,41295.26953125,28893.62109375,35630.8798828125,2707.560546875,2274.547607421875,2891.2548828125,1707.6005859375,2395.2409057617188,32.7708854675293,35.55640411376953,44.10055923461914,20.380443572998047,33.202073097229004
2021-07-01 00:00:00+00:00,35035.984375,41626.1953125,42235.546875,29360.955078125,37064.67041015625,2274.3974609375,2536.2099609375,2551.1611328125,1722.05078125,2270.954833984375,35.505653381347656,36.82731246948242,38.01170349121094,22.177541732788086,33.130552768707275
2021-08-01 00:00:00+00:00,41460.84375,47166.6875,50482.078125,37458.00390625,44141.9033203125,2530.462890625,3433.732666015625,3466.9921875,2449.353515625,2970.1353149414062,36.67912673950195,108.48377227783203,130.01461791992188,32.40266036987305,76.89504432678223
2021-09-01 00:00:00+00:00,47099.7734375,43790.89453125,52853.765625,39787.609375,45883.0107421875,3430.762451171875,3001.678955078125,4022.46923828125,2676.407470703125,3282.8295288085938,107.4444808959961,141.0690460205078,214.95718383789062,106.27082061767578,142.43538284301758
2021-10-01 00:00:00+00:00,43816.7421875,61318.95703125,66930.390625,43320.0234375,53846.5283203125,3001.12939453125,4288.07421875,4455.7353515625,2978.654296875,3680.8983154296875,141.38291931152344,202.4210205078125,218.7318878173828,137.8115692138672,175.08684921264648
2021-11-01 00:00:00+00:00,61320.44921875,57005.42578125,68789.625,53569.765625,60171.31640625,4288.21728515625,4631.47900390625,4891.70458984375,3933.506591796875,4436.226867675781,202.62921142578125,208.67098999023438,260.0621032714844,182.37245178222656,213.43368911743164
2021-12-01 00:00:00+00:00,56907.96484375,46306.4453125,59041.68359375,42874.6171875,51282.677734375,4623.6796875,3682.6328125,4780.732421875,3525.494140625,4153.134765625,208.39315795898438,170.299072265625,243.11166381835938,148.5718231201172,192.59392929077148
2022-01-01 00:00:00+00:00,46311.74609375,38483.125,47881.40625,33184.05859375,41465.083984375,3683.047119140625,2688.27880859375,3876.78515625,2172.30126953125,3105.1030883789062,170.3108367919922,99.73883819580078,179.43235778808594,81.2260513305664,132.67702102661133
2022-02-01 00:00:00+00:00,38481.765625,43193.234375,45661.171875,34459.21875,40448.84765625,2687.89892578125,2919.201171875,3271.316162109375,2308.914794921875,2796.832763671875,99.72594451904297,99.52034759521484,121.55403137207031,76.85957336425781,99.41497421264648
2022-03-01 00:00:00+00:00,43194.50390625,45538.67578125,48086.8359375,37260.203125,43520.0546875,2919.77587890625,3281.642822265625,3470.186279296875,2455.59375,3031.7996826171875,99.54046630859375,122.66146087646484,128.93011474609375,78.00438690185547,107.28410720825195
2022-04-01 00:00:00+00:00,45554.1640625,37714.875,47313.4765625,37697.94140625,42070.1142578125,3282.576171875,2730.186767578125,3573.960205078125,2727.40625,3078.5323486328125,122.7361068725586,85.09593200683594,143.02001953125,82.90953826904297,108.44039916992188
2022-05-01 00:00:00+00:00,37713.265625,31792.310546875,39902.94921875,26350.490234375,33939.75390625,2729.994140625,1942.3280029296875,2956.686767578125,1721.2647705078125,2337.5684204101562,85.09468841552734,45.76784133911133,95.03282165527344,38.05009078979492,65.98636054992676
2022-06-01 00:00:00+00:00,31792.5546875,19784.7265625,31957.28515625,17708.623046875,25310.79736328125,1942.0506591796875,1067.298828125,1965.1666259765625,896.1090087890625,1467.6562805175781,45.76512908935547,33.588417053222656,45.946659088134766,26.060319900512695,37.8401312828064
2022-07-01 00:00:00+00:00,19820.470703125,23336.896484375,24572.580078125,18966.951171875,21674.224609375,1068.3167724609375,1681.517333984375,1774.576416015625,1019.2203369140625,1385.90771484375,33.645652770996094,42.400203704833984,47.09938049316406,31.934066772460938,38.76982593536377
2022-08-01 00:00:00+00:00,23336.71875,20049.763671875,25135.58984375,19600.78515625,22030.71435546875,1681.445556640625,1553.6849365234375,2022.79150390625,1427.7283935546875,1671.41259765625,42.401554107666016,31.47295570373535,48.18428421020508,30.11916160583496,38.04448890686035
2022-09-01 00:00:00+00:00,20050.498046875,19431.7890625,22673.8203125,18290.314453125,20111.60546875,1553.75634765625,1327.9786376953125,1784.497802734375,1229.4267578125,1473.9148864746094,31.475082397460938,33.21244430541992,38.870384216308594,30.195068359375,33.43824481964111
2022-10-01 00:00:00+00:00,19431.10546875,20495.7734375,20988.39453125,18319.822265625,19808.77392578125,1328.1937255859375,1572.7144775390625,1652.3822021484375,1209.2781982421875,1440.6421508789062,33.21569061279297,32.61103820800781,34.45728302001953,26.986404418945312,31.817604064941406
2022-11-01 00:00:00+00:00,20494.8984375,17168.56640625,21446.88671875,15599.046875,18677.349609375,1572.6453857421875,1295.6885986328125,1661.334716796875,1081.13818359375,1402.7017211914062,32.607608795166016,14.115445137023926,38.54962158203125,11.010651588439941,24.070831775665283
2022-12-01 00:00:00+00:00,17168.001953125,16547.49609375,18318.53125,16398.13671875,17108.04150390625,1295.76953125,1196.771240234375,1346.1744384765625,1160.377197265625,1249.7731018066406,14.133452415466309,9.961038589477539,14.887666702270508,8.141267776489258,11.780856370925903
2023-01-01 00:00:00+00:00,16547.9140625,23139.283203125,23919.890625,16521.234375,20032.08056640625,1196.713623046875,1586.535400390625,1674.1793212890625,1192.8853759765625,1412.5784301757812,9.96103572845459,23.952547073364258,26.65280532836914,9.7210111618042,17.571849822998047
2023-02-01 00:00:00+00:00,23137.8359375,23147.353515625,25134.1171875,21460.087890625,23219.8486328125,1586.4881591796875,1605.8951416015625,1732.8011474609375,1470.02392578125,1598.8020935058594,23.948514938354492,21.9163875579834,26.925580978393555,19.84334373474121,23.158456802368164
2023-03-01 00:00:00+00:00,23150.9296875,28478.484375,29159.90234375,19628.25390625,25104.392578125,1606.0404052734375,1822.0220947265625,1853.8880615234375,1378.525390625,1665.1189880371094,21.91213607788086,21.170495986938477,23.831193923950195,16.117345809936523,20.757792949676514
2023-04-01 00:00:00+00:00,28473.33203125,29268.806640625,31005.607421875,27070.849609375,28954.64892578125,1821.704345703125,1876.92431640625,2137.445068359375,1765.5189208984375,1900.3981628417969,21.17135238647461,22.832014083862305,25.938335418701172,19.947696685791016,22.472349643707275
2023-05-01 00:00:00+00:00,29227.103515625,27219.658203125,29820.126953125,25878.4296875,28036.32958984375,1868.89111328125,1874.1304931640625,2017.5594482421875,1742.40380859375,1875.7462158203125,22.82850456237793,20.82450294494629,23.222301483154297,18.892263412475586,21.441893100738525
2023-06-01 00:00:00+00:00,27218.412109375,30477.251953125,31389.5390625,24797.16796875,28470.5927734375,1873.9146728515625,1933.18896484375,1945.2742919921875,1624.1383056640625,1844.1290588378906,20.824892044067383,18.897321701049805,22.284591674804688,13.379448890686035,18.846563577651978
2023-07-01 00:00:00+00:00,30471.84765625,29230.111328125,31814.515625,28934.294921875,30112.6923828125,1933.3238525390625,1856.162353515625,2026.2049560546875,1832.025390625,1911.9291381835938,18.89606475830078,23.720956802368164,30.057695388793945,17.945798873901367,22.655128955841064
2023-08-01 00:00:00+00:00,29230.873046875,25931.47265625,30176.796875,25409.111328125,27687.0634765625,1856.190185546875,1645.63916015625,1877.511474609375,1551.7132568359375,1732.7635192871094,23.724891662597656,19.735092163085938,25.241121292114258,19.549762725830078,22.062716960906982
2023-09-01 00:00:00+00:00,25934.021484375,26967.916015625,27488.763671875,24930.296875,26330.24951171875,1645.581298828125,1671.161865234375,1692.5311279296875,1533.4267578125,1635.6752624511719,19.734756469726562,21.3951473236084,21.729970932006836,17.461477279663086,20.08033800125122
2023-10-01 00:00:00+00:00,26967.396484375,34667.78125,35150.43359375,26558.3203125,30835.98291015625,1671.1614990234375,1816.458984375,1865.09521484375,1523.237548828125,1718.9883117675781,21.392059326171875,38.51951599121094,38.54643249511719,21.068971633911133,29.881744861602783
2023-11-01 00:00:00+00:00,34657.2734375,37712.74609375,38415.33984375,34133.44140625,36229.7001953125,1815.8720703125,2052.55615234375,2134.69140625,1779.635498046875,1945.6887817382812,38.513057708740234,59.24162292480469,67.99214935302734,37.96105194091797,50.92697048187256
2023-12-01 00:00:00+00:00,37718.0078125,42265.1875,44705.515625,37629.359375,40579.517578125,2052.0966796875,2281.47119140625,2445.017578125,2046.5570068359375,2206.285614013672,59.23817825317383,101.50582122802734,125.19389343261719,58.7782096862793,86.17902565002441
2024-01-01 00:00:00+00:00,42280.234375,42582.60546875,48969.37109375,38521.89453125,43088.5263671875,2282.870361328125,2282.54443359375,2710.421875,2113.92529296875,2347.4404907226562,101.51280975341797,97.0287094116211,116.88249206542969,79.06669616699219,98.62267684936523
2024-02-01 00:00:00+00:00,42569.76171875,61198.3828125,63913.1328125,41879.19140625,52390.1171875,2282.17529296875,3341.919677734375,3518.96923828125,2243.57177734375,2846.6589965820312,97.02484130859375,125.71151733398438,134.4656982421875,93.2807388305664,112.62069892883301
2024-03-01 00:00:00+00:00,61168.0625,71333.6484375,73750.0703125,59323.91015625,66393.9228515625,3341.9658203125,3647.8564453125,4092.2841796875,3059.65478515625,3535.4403076171875,125.63670349121094,202.87413024902344,209.69606018066406,109.53875732421875,161.9364128112793
2024-04-01 00:00:00+00:00,71333.484375,60636.85546875,72715.359375,59120.06640625,65951.44140625,3647.819580078125,3012.286865234375,3727.616455078125,2862.3935546875,3312.5291137695312,202.8744354248047,126.96270751953125,204.1797637939453,119.83334350585938,163.46256256103516
2024-05-01 00:00:00+00:00,60609.49609375,67491.4140625,71946.4609375,56555.29296875,64150.666015625,3011.015625,3760.026611328125,3973.556396484375,2815.92333984375,3390.1304931640625,126.9625473022461,165.63771057128906,188.49383544921875,119.38481140136719,150.11972618103027
2024-06-01 00:00:00+00:00,67489.609375,62678.29296875,71907.8515625,58601.69921875,65169.36328125,3759.88427734375,3432.88916015625,3887.48583984375,3244.241455078125,3581.1251831054688,165.63772583007812,146.49249267578125,175.47531127929688,123.6693344116211,152.81871604919434
2024-07-01 00:00:00+00:00,62673.60546875,64619.25,69987.5390625,53717.375,62749.4423828125,3432.607421875,3231.295654296875,3560.075439453125,2826.014404296875,3262.4982299804688,146.4812774658203,171.82615661621094,193.73228454589844,122.44230651855469,158.6205062866211
2024-08-01 00:00:00+00:00,64625.83984375,58969.8984375,65593.2421875,49121.23828125,59577.5546875,3231.248779296875,2513.393798828125,3241.77734375,2122.546142578125,2777.2415161132812,171.82566833496094,135.37425231933594,172.68980407714844,110.60955810546875,147.62482070922852
2024-09-01 00:00:00+00:00,58969.80078125,63329.5,66480.6953125,52598.69921875,60344.673828125,2513.42431640625,2603.062744140625,2728.067626953125,2150.86328125,2498.8544921875,135.37425231933594,152.61846923828125,161.62306213378906,121.05538177490234,142.66779136657715
2024-10-01 00:00:00+00:00,63335.60546875,70215.1875,73577.2109375,58895.20703125,66505.802734375,2603.26416015625,2515.79931640625,2765.549560546875,2311.02783203125,2548.9102172851562,152.61846923828125,168.42999267578125,183.03944396972656,133.55316162109375,159.4102668762207
2024-11-01 00:00:00+00:00,70216.8984375,96449.0546875,99655.5,66803.6484375,83281.275390625,2515.870361328125,3705.705322265625,3739.934814453125,2359.578125,3080.2721557617188,168.4302215576172,237.74374389648438,263.83154296875,155.16552734375,206.2927589416504
2024-12-01 00:00:00+00:00,96461.3359375,93429.203125,108268.4453125,91317.1328125,97369.029296875,3706.619873046875,3332.53173828125,4106.95556640625,3098.20361328125,3561.0776977539062,237.74383544921875,189.2644805908203,246.4186553955078,175.90516662597656,212.33303451538086
2025-01-01 00:00:00+00:00,93425.1015625,102405.0234375,109114.8828125,89260.1015625,98551.27734375,3332.406494140625,3298.26513671875,3743.941650390625,2920.5927734375,3323.801513671875,189.2669219970703,231.63790893554688,294.3349609375,170.6289825439453,221.46719360351562
2025-02-01 00:00:00+00:00,102402.796875,84373.0078125,102755.7265625,78248.9140625,91945.111328125,3298.822265625,2237.9052734375,3329.6552734375,2076.169921875,2735.63818359375,231.64060974121094,148.03001403808594,233.86383056640625,125.74221801757812,184.8191680908203
2025-03-01 00:00:00+00:00,84373.8671875,82548.9140625,95043.4375,76624.25,84647.6171875,2237.942138671875,1823.47998046875,2548.811767578125,1760.9417724609375,2092.793914794922,148.03021240234375,124.69412994384766,178.6346435546875,113.189208984375,141.13704872131348
