Coin,Signal Type,Analysis Type,Month,Window (months),Trend Value,Price,Future Price,Price Change (%),Followed by Negative Trend,Price Drop > 10%,Followed by Positive Trend,Price Rise > 10%
bitcoin,Trough,Normalized,2016-09,1,-0.6232319625115875,596.2274932861328,660.1954956054688,10.728791114071848,,,False,True
bitcoin,Trough,Normalized,2016-09,3,-0.6232319625115875,596.2274932861328,858.8079986572266,44.040321576563045,,,False,True
bitcoin,Trough,Normalized,2016-09,6,-0.6232319625115875,596.2274932861328,1108.9632873535156,85.9966707072527,,,False,True
bitcoin,Trough,Normalized,2017-04,1,0.9814954576223638,1207.1499938964844,1936.6799926757812,60.43408047615462,,,False,True
bitcoin,Trough,Normalized,2017-04,3,0.9814954576223638,1207.1499938964844,2531.7775268554688,109.73180960580562,,,False,True
bitcoin,Trough,Normalized,2017-04,6,0.9814954576223638,1207.1499938964844,5360.982421875,344.1024271201476,,,False,True
bitcoin,Trough,Normalized,2017-07,1,1.2822225549146562,2531.7775268554688,3744.83251953125,47.913174827111526,,,False,True
bitcoin,Trough,Normalized,2017-07,3,1.2822225549146562,2531.7775268554688,5360.982421875,111.74776871226418,,,False,True
bitcoin,Trough,Normalized,2017-07,6,1.2822225549146562,2531.7775268554688,12861.99755859375,408.0224238568337,,,False,True
bitcoin,Trough,Normalized,2017-10,1,1.4819179329824614,5360.982421875,8427.744995117188,57.20523463625887,,,False,True
bitcoin,Trough,Normalized,2017-10,3,1.4819179329824614,5360.982421875,12861.99755859375,139.9186668867173,,,False,True
bitcoin,Trough,Normalized,2017-10,6,1.4819179329824614,5360.982421875,8128.9500732421875,51.63172406745353,,,True,True
bitcoin,Trough,Normalized,2019-03,1,-1.3852616257190227,3997.429443359375,4798.7586669921875,20.046113008048202,,,True,True
bitcoin,Trough,Normalized,2019-03,3,-1.3852616257190227,3997.429443359375,10187.993286132812,154.8636174944213,,,True,True
bitcoin,Trough,Normalized,2019-03,6,-1.3852616257190227,3997.429443359375,9163.495361328123,129.2346992277935,,,True,True
bitcoin,Trough,Normalized,2019-12,1,-0.6241382808046553,7262.174072265625,8253.385864257812,13.648967680045612,,,False,True
bitcoin,Trough,Normalized,2019-12,3,-0.6241382808046553,7262.174072265625,7078.2698974609375,-2.532357018362048,,,True,False
bitcoin,Trough,Normalized,2019-12,6,-0.6241382808046553,7262.174072265625,9444.17236328125,30.046075311644156,,,True,True
bitcoin,Trough,Normalized,2020-04,1,0.25057012616801994,7684.7242431640625,9126.226806640623,18.75802589479834,,,True,True
bitcoin,Trough,Normalized,2020-04,3,0.25057012616801994,7684.7242431640625,10215.5830078125,32.93363150798495,,,True,True
bitcoin,Trough,Normalized,2020-04,6,0.25057012616801994,7684.7242431640625,12255.288330078123,59.475967416525066,,,True,True
bitcoin,Trough,Normalized,2020-06,1,-0.2663633465860973,9444.17236328125,10215.5830078125,8.16811272452501,,,True,False
bitcoin,Trough,Normalized,2020-06,3,-0.2663633465860973,9444.17236328125,11111.845458984377,17.658223839571225,,,True,True
bitcoin,Trough,Normalized,2020-06,6,-0.2663633465860973,9444.17236328125,23874.97509765625,152.801136820434,,,True,True
bitcoin,Trough,Normalized,2020-09,1,-0.5396077006383981,11111.845458984377,12255.288330078123,10.290305740071524,,,True,True
bitcoin,Trough,Normalized,2020-09,3,-0.5396077006383981,11111.845458984377,23874.97509765625,114.8605754623087,,,True,True
bitcoin,Trough,Normalized,2020-09,6,-0.5396077006383981,11111.845458984377,52719.3232421875,374.4425526505302,,,True,True
bitcoin,Trough,Normalized,2021-11,1,-0.7832746130492889,60171.31640625,51282.677734375,-14.772219061758364,,,True,False
bitcoin,Trough,Normalized,2021-11,3,-0.7832746130492889,60171.31640625,40448.84765625,-32.777193400328244,,,True,False
bitcoin,Trough,Normalized,2021-11,6,-0.7832746130492889,60171.31640625,33939.75390625,-43.59479577095529,,,True,False
bitcoin,Trough,Normalized,2022-04,1,-1.2194096638798424,42070.1142578125,33939.75390625,-19.32573869835088,,,False,False
bitcoin,Trough,Normalized,2022-04,3,-1.2194096638798424,42070.1142578125,21674.224609375,-48.4807089504159,,,False,False
bitcoin,Trough,Normalized,2022-04,6,-1.2194096638798424,42070.1142578125,19808.77392578125,-52.91485588940914,,,False,False
bitcoin,Trough,Normalized,2022-08,1,-1.7589534601401902,22030.71435546875,20111.60546875,-8.711060639040804,,,False,False
bitcoin,Trough,Normalized,2022-08,3,-1.7589534601401902,22030.71435546875,18677.349609375,-15.221316440251217,,,False,False
bitcoin,Trough,Normalized,2022-08,6,-1.7589534601401902,22030.71435546875,23219.8486328125,5.397620150472187,,,True,False
bitcoin,Trough,Normalized,2022-09,1,-1.5803991124930883,20111.60546875,19808.77392578125,-1.505755189158312,,,False,False
bitcoin,Trough,Normalized,2022-09,3,-1.5803991124930883,20111.60546875,17108.04150390625,-14.93448133472375,,,False,False
bitcoin,Trough,Normalized,2022-09,6,-1.5803991124930883,20111.60546875,25104.392578125,24.825403009883715,,,True,True
bitcoin,Trough,Normalized,2022-10,1,-1.6559104350595333,19808.77392578125,18677.349609375,-5.711733197851755,,,False,False
bitcoin,Trough,Normalized,2022-10,3,-1.6559104350595333,19808.77392578125,20032.08056640625,1.127311773367078,,,False,False
bitcoin,Trough,Normalized,2022-10,6,-1.6559104350595333,19808.77392578125,28954.64892578125,46.17082831207732,,,True,True
bitcoin,Trough,Normalized,2023-09,1,-1.6923950378189343,26330.24951171875,30835.98291015625,17.112383976582304,,,False,True
bitcoin,Trough,Normalized,2023-09,3,-1.6923950378189343,26330.24951171875,40579.517578125,54.11748210006273,,,True,True
bitcoin,Trough,Normalized,2023-09,6,-1.6923950378189343,26330.24951171875,66393.9228515625,152.15835050105656,,,True,True
bitcoin,Trough,Normalized,2024-02,1,1.4019840074738101,52390.1171875,66393.9228515625,26.729861309422176,,,True,True
bitcoin,Trough,Normalized,2024-02,3,1.4019840074738101,52390.1171875,64150.666015625,22.448029245735306,,,True,True
bitcoin,Trough,Normalized,2024-02,6,1.4019840074738101,52390.1171875,59577.5546875,13.719071240624908,,,True,True
bitcoin,Trough,Normalized,2024-09,1,-0.8393327223969036,60344.673828125,66505.802734375,10.20989677365439,,,False,True
bitcoin,Trough,Normalized,2024-09,3,-0.8393327223969036,60344.673828125,97369.029296875,61.3548025368462,,,True,True
bitcoin,Trough,Normalized,2024-09,6,-0.8393327223969036,60344.673828125,84647.6171875,40.273551612185635,,,True,True
ethereum,Peak,Normalized,2016-02,1,3.1754264805429417,,,,False,False,,
ethereum,Peak,Normalized,2016-02,3,3.1754264805429417,,,,False,False,,
ethereum,Peak,Normalized,2016-02,6,3.1754264805429417,,,,False,False,,
ethereum,Peak,Normalized,2016-03,1,2.848173870268498,,,,False,False,,
ethereum,Peak,Normalized,2016-03,3,2.848173870268498,,,,False,False,,
ethereum,Peak,Normalized,2016-03,6,2.848173870268498,,,,False,False,,
ethereum,Peak,Normalized,2016-05,1,1.9050910417170486,,,,False,False,,
ethereum,Peak,Normalized,2016-05,3,1.9050910417170486,,,,False,False,,
ethereum,Peak,Normalized,2016-05,6,1.9050910417170486,,,,False,False,,
ethereum,Peak,Normalized,2016-06,1,2.169187439955308,,,,False,False,,
ethereum,Peak,Normalized,2016-06,3,2.169187439955308,,,,False,False,,
ethereum,Peak,Normalized,2016-06,6,2.169187439955308,,,,False,False,,
ethereum,Peak,Normalized,2017-03,1,2.70801280154532,,,,False,False,,
ethereum,Peak,Normalized,2017-03,3,2.70801280154532,,,,False,False,,
ethereum,Peak,Normalized,2017-03,6,2.70801280154532,,,,False,False,,
ethereum,Peak,Normalized,2017-04,1,1.5108065794747947,,,,False,False,,
ethereum,Peak,Normalized,2017-04,3,1.5108065794747947,,,,False,False,,
ethereum,Peak,Normalized,2017-04,6,1.5108065794747947,,,,False,False,,
ethereum,Peak,Normalized,2017-05,1,2.9165093176889134,,,,False,False,,
ethereum,Peak,Normalized,2017-05,3,2.9165093176889134,,,,False,False,,
ethereum,Peak,Normalized,2017-05,6,2.9165093176889134,,393.1520004272461,,False,False,,
ethereum,Peak,Normalized,2017-06,1,2.883567344440088,,,,False,False,,
ethereum,Peak,Normalized,2017-06,3,2.883567344440088,,,,False,False,,
ethereum,Peak,Normalized,2017-06,6,2.883567344440088,,624.5742416381836,,False,False,,
ethereum,Peak,Normalized,2017-12,1,2.1314991921145823,624.5742416381836,1012.2377777099608,62.06844762841678,False,False,,
ethereum,Peak,Normalized,2017-12,3,2.1314991921145823,624.5742416381836,625.3510055541992,0.12436694699068378,False,False,,
ethereum,Peak,Normalized,2017-12,6,2.1314991921145823,624.5742416381836,516.577995300293,-17.291178396122994,False,True,,
ethereum,Peak,Normalized,2018-01,1,1.6899749369357286,1012.2377777099608,927.5844879150392,-8.362984632566992,False,False,,
ethereum,Peak,Normalized,2018-01,3,1.6899749369357286,1012.2377777099608,534.9645004272461,-47.150312682705376,False,True,,
ethereum,Peak,Normalized,2018-01,6,1.6899749369357286,1012.2377777099608,456.33799743652344,-54.91790491470086,False,True,,
ethereum,Peak,Normalized,2019-07,1,2.2248595461287572,255.28404235839844,199.30292510986328,-21.92895283675512,False,True,,
ethereum,Peak,Normalized,2019-07,3,2.2248595461287572,255.28404235839844,179.39549255371094,-29.72710283948968,False,True,,
ethereum,Peak,Normalized,2019-07,6,2.2248595461287572,255.28404235839844,155.63533401489258,-39.03444470046703,False,True,,
ethereum,Peak,Normalized,2020-02,1,1.0324202016951516,216.7077865600586,174.62726020812988,-19.418096146843563,False,True,,
ethereum,Peak,Normalized,2020-02,3,1.0324202016951516,216.7077865600586,215.91025924682617,-0.3680196848909231,False,False,,
ethereum,Peak,Normalized,2020-02,6,1.0324202016951516,216.7077865600586,392.2608871459961,81.0091337153151,False,False,,
ethereum,Peak,Normalized,2020-07,1,2.064840403390302,286.2112731933594,392.2608871459961,37.05291296509884,False,False,,
ethereum,Peak,Normalized,2020-07,3,2.064840403390302,286.2112731933594,375.3966751098633,31.160688019528777,False,False,,
ethereum,Peak,Normalized,2020-07,6,2.064840403390302,286.2112731933594,1059.6472473144531,270.23253329318504,False,False,,
ethereum,Peak,Normalized,2020-08,1,2.3791817577847993,392.2608871459961,399.6996383666992,1.8963785236977975,False,False,,
ethereum,Peak,Normalized,2020-08,3,2.3791817577847993,392.2608871459961,498.47975158691406,27.078627495528053,False,False,,
ethereum,Peak,Normalized,2020-08,6,2.3791817577847993,392.2608871459961,1510.3871154785156,285.04657613655036,False,False,,
ethereum,Peak,Normalized,2020-11,1,1.994342280037093,498.47975158691406,660.0438385009766,32.41136403228456,False,False,,
ethereum,Peak,Normalized,2020-11,3,1.994342280037093,498.47975158691406,1510.3871154785156,202.99868964991794,False,False,,
ethereum,Peak,Normalized,2020-11,6,1.994342280037093,498.47975158691406,2896.9007568359375,481.147127363475,False,False,,
ethereum,Peak,Normalized,2020-12,1,2.196010876137907,660.0438385009766,1059.6472473144531,60.54194971670588,False,False,,
ethereum,Peak,Normalized,2020-12,3,2.196010876137907,660.0438385009766,1674.9417724609375,153.76220104787166,False,False,,
ethereum,Peak,Normalized,2020-12,6,2.196010876137907,660.0438385009766,2395.2409057617188,262.89118480395825,False,False,,
ethereum,Peak,Normalized,2021-01,1,3.0645975913386803,1059.6472473144531,1510.3871154785156,42.536784699475014,False,False,,
ethereum,Peak,Normalized,2021-01,3,3.0645975913386803,1059.6472473144531,2350.6287841796875,121.83125470641951,False,False,,
ethereum,Peak,Normalized,2021-01,6,3.0645975913386803,1059.6472473144531,2270.954833984375,114.31234212515848,False,False,,
ethereum,Peak,Normalized,2021-02,1,2.221623239623809,1510.3871154785156,1674.9417724609375,10.894866309177182,False,False,,
ethereum,Peak,Normalized,2021-02,3,2.221623239623809,1510.3871154785156,2896.9007568359375,91.79856125283162,False,False,,
ethereum,Peak,Normalized,2021-02,6,2.221623239623809,1510.3871154785156,2970.1353149414062,96.6472889303229,False,False,,
ethereum,Peak,Normalized,2021-04,1,1.5074417805027547,2350.6287841796875,2896.9007568359375,23.239397744671354,False,False,,
ethereum,Peak,Normalized,2021-04,3,1.5074417805027547,2350.6287841796875,2270.954833984375,-3.389473945505044,False,False,,
ethereum,Peak,Normalized,2021-04,6,1.5074417805027547,2350.6287841796875,3680.898315429687,56.59207188319322,False,False,,
ethereum,Peak,Normalized,2021-05,1,2.4522456101343537,2896.9007568359375,2395.2409057617188,-17.31712244164496,False,True,,
ethereum,Peak,Normalized,2021-05,3,2.4522456101343537,2896.9007568359375,2970.1353149414062,2.5280313083785875,False,False,,
ethereum,Peak,Normalized,2021-05,6,2.4522456101343537,2896.9007568359375,4436.226867675781,53.13699847008676,False,False,,
ethereum,Peak,Normalized,2022-06,1,-0.5163589861366831,1467.656280517578,1385.90771484375,-5.570007552790138,False,False,,
ethereum,Peak,Normalized,2022-06,3,-0.5163589861366831,1467.656280517578,1473.9148864746094,0.42643540181113404,False,False,,
ethereum,Peak,Normalized,2022-06,6,-0.5163589861366831,1467.656280517578,1249.7731018066406,-14.845654367662942,False,True,,
ethereum,Peak,Normalized,2022-09,1,-0.661195498456764,1473.9148864746094,1440.6421508789062,-2.2574394153306017,False,False,,
ethereum,Peak,Normalized,2022-09,3,-0.661195498456764,1473.9148864746094,1249.7731018066406,-15.207240711441852,False,True,,
ethereum,Peak,Normalized,2022-09,6,-0.661195498456764,1473.9148864746094,1665.1189880371094,12.972533442540396,False,False,,
ethereum,Peak,Normalized,2023-04,1,-0.7460687179404422,1900.3981628417969,1875.7462158203125,-1.2971990556242494,False,False,,
ethereum,Peak,Normalized,2023-04,3,-0.7460687179404422,1900.3981628417969,1911.9291381835935,0.6067662854690189,False,False,,
ethereum,Peak,Normalized,2023-04,6,-0.7460687179404422,1900.3981628417969,1718.988311767578,-9.545886468493753,False,False,,
ethereum,Peak,Normalized,2024-02,1,1.8521372441409851,2846.6589965820312,3535.4403076171875,24.196129984735524,False,False,,
ethereum,Peak,Normalized,2024-02,3,1.8521372441409851,2846.6589965820312,3390.1304931640625,19.09155600423425,False,False,,
ethereum,Peak,Normalized,2024-02,6,1.8521372441409851,2846.6589965820312,2777.2415161132812,-2.4385597485367656,False,False,,
ethereum,Peak,Normalized,2024-03,1,2.546733016357206,3535.4403076171875,3312.5291137695312,-6.305047588199663,False,False,,
ethereum,Peak,Normalized,2024-03,3,2.546733016357206,3535.4403076171875,3581.1251831054688,1.2921976193418436,False,False,,
ethereum,Peak,Normalized,2024-03,6,2.546733016357206,3535.4403076171875,2498.8544921875,-29.3198505769236,False,True,,
ethereum,Peak,Normalized,2024-11,1,1.3447549065740172,3080.2721557617188,3561.0776977539062,15.609190281866162,False,False,,
ethereum,Peak,Normalized,2024-11,3,1.3447549065740172,3080.2721557617188,2735.63818359375,-11.188426046163586,False,True,,
ethereum,Trough,Normalized,2016-04,1,0.9704117340059144,,,,,,False,False
ethereum,Trough,Normalized,2016-04,3,0.9704117340059144,,,,,,False,False
ethereum,Trough,Normalized,2016-04,6,0.9704117340059144,,,,,,False,False
ethereum,Trough,Normalized,2017-01,1,-0.6232319625115879,,,,,,False,False
ethereum,Trough,Normalized,2017-01,3,-0.6232319625115879,,,,,,False,False
ethereum,Trough,Normalized,2017-01,6,-0.6232319625115879,,,,,,False,False
ethereum,Trough,Normalized,2017-04,1,1.5108065794747947,,,,,,False,False
ethereum,Trough,Normalized,2017-04,3,1.5108065794747947,,,,,,False,False
ethereum,Trough,Normalized,2017-04,6,1.5108065794747947,,,,,,False,False
ethereum,Trough,Normalized,2017-10,1,0.30576575328694694,,393.1520004272461,,,,False,False
ethereum,Trough,Normalized,2017-10,3,0.30576575328694694,,1012.2377777099608,,,,False,False
ethereum,Trough,Normalized,2017-10,6,0.30576575328694694,,534.9645004272461,,,,False,False
ethereum,Trough,Normalized,2019-03,1,-1.339450495795093,138.3415699005127,157.1867332458496,13.622198561783904,,,False,True
ethereum,Trough,Normalized,2019-03,3,-1.339450495795093,138.3415699005127,287.44636154174805,107.78017897907546,,,False,True
ethereum,Trough,Normalized,2019-03,6,-1.339450495795093,138.3415699005127,183.08315658569336,32.34139002279376,,,False,True
ethereum,Trough,Normalized,2019-09,1,-1.148213000400873,183.08315658569336,179.39549255371094,-2.0142016888682956,,,False,False
ethereum,Trough,Normalized,2019-09,3,-1.148213000400873,183.08315658569336,138.75955963134766,-24.209543783783154,,,False,False
ethereum,Trough,Normalized,2019-09,6,-1.148213000400873,183.08315658569336,174.62726020812988,-4.61860967183272,,,False,False
ethereum,Trough,Normalized,2020-04,1,0.26636334658609406,174.6187515258789,215.91025924682617,23.64666300733903,,,False,True
ethereum,Trough,Normalized,2020-04,3,0.26636334658609406,174.6187515258789,286.2112731933594,63.90637929337285,,,False,True
ethereum,Trough,Normalized,2020-04,6,0.26636334658609406,174.6187515258789,375.3966751098633,114.98073478908628,,,False,True
ethereum,Trough,Normalized,2020-10,1,0.03663493014041895,375.3966751098633,498.47975158691406,32.78747113064584,,,False,True
ethereum,Trough,Normalized,2020-10,3,0.03663493014041895,375.3966751098633,1059.6472473144531,182.2740097536393,,,False,True
ethereum,Trough,Normalized,2020-10,6,0.03663493014041895,375.3966751098633,2350.6287841796875,526.171977546619,,,False,True
ethereum,Trough,Normalized,2021-03,1,1.0101719517153434,1674.9417724609375,2350.6287841796875,40.34092544757451,,,False,True
ethereum,Trough,Normalized,2021-03,3,1.0101719517153434,1674.9417724609375,2395.2409057617188,43.00442828185419,,,False,True
ethereum,Trough,Normalized,2021-03,6,1.0101719517153434,1674.9417724609375,3282.8295288085938,95.99663598963437,,,False,True
ethereum,Trough,Normalized,2022-05,1,-1.3142135442433749,2337.568420410156,1467.656280517578,-37.21440332171928,,,False,False
ethereum,Trough,Normalized,2022-05,3,-1.3142135442433749,2337.568420410156,1671.41259765625,-28.4978106710143,,,False,False
ethereum,Trough,Normalized,2022-05,6,-1.3142135442433749,2337.568420410156,1402.7017211914062,-39.99312666342042,,,False,False
ethereum,Trough,Normalized,2022-07,1,-1.2096613422296296,1385.90771484375,1671.41259765625,20.600569558463594,,,False,True
ethereum,Trough,Normalized,2022-07,3,-1.2096613422296296,1385.90771484375,1440.6421508789062,3.949356472218435,,,False,False
ethereum,Trough,Normalized,2022-07,6,-1.2096613422296296,1385.90771484375,1412.5784301757812,1.924422170854151,,,False,False
ethereum,Trough,Normalized,2022-10,1,-1.7037711704927332,1440.6421508789062,1402.7017211914062,-2.633577648991689,,,False,False
ethereum,Trough,Normalized,2022-10,3,-1.7037711704927332,1440.6421508789062,1412.5784301757812,-1.948000805474413,,,False,False
ethereum,Trough,Normalized,2022-10,6,-1.7037711704927332,1440.6421508789062,1900.3981628417969,31.913269487665826,,,False,True
ethereum,Trough,Normalized,2022-12,1,-1.5676521408972357,1249.7731018066406,1412.5784301757812,13.026790873782875,,,False,True
ethereum,Trough,Normalized,2022-12,3,-1.5676521408972357,1249.7731018066406,1665.1189880371094,33.23370343225144,,,False,True
ethereum,Trough,Normalized,2022-12,6,-1.5676521408972357,1249.7731018066406,1844.1290588378904,47.55710906020171,,,False,True
ethereum,Trough,Normalized,2023-09,1,-1.622071177013917,1635.675262451172,1718.988311767578,5.093495709628539,,,False,False
ethereum,Trough,Normalized,2023-09,3,-1.622071177013917,1635.675262451172,2206.285614013672,34.885307900750476,,,False,True
ethereum,Trough,Normalized,2023-09,6,-1.622071177013917,1635.675262451172,3535.4403076171875,116.14561207700156,,,False,True
ethereum,Trough,Normalized,2024-10,1,-1.5294655528908214,2548.910217285156,3080.2721557617188,20.84663221455154,,,False,True
ethereum,Trough,Normalized,2024-10,3,-1.5294655528908214,2548.910217285156,3323.801513671875,30.40088627413703,,,False,True
